id_seq,sentenced,choice_str
2_49_R,Some engineers are fencers and Some engineers are campers,"['All fencers are campers', 'All campers are fencers', 'Some fencers are campers', 'Some campers are fencers', 'Some fencers are not campers', 'Some campers are not fencers', 'No fencers are campers', 'No campers are fencers', 'NVC']"
2_50_R,Some dancers are typists and Some boxers are typists,"['All dancers are boxers', 'All boxers are dancers', 'Some dancers are boxers', 'Some boxers are dancers', 'Some dancers are not boxers', 'Some boxers are not dancers', 'No dancers are boxers', 'No boxers are dancers', 'NVC']"
2_51_R,Some athletes are not hunters and Some athletes are not lawyers,"['All hunters are lawyers', 'All lawyers are hunters', 'Some hunters are lawyers', 'Some lawyers are hunters', 'Some hunters are not lawyers', 'Some lawyers are not hunters', 'No hunters are lawyers', 'No lawyers are hunters', 'NVC']"
2_52_R,No golfers are teachers and No golfers are bankers,"['All teachers are bankers', 'All bankers are teachers', 'Some teachers are bankers', 'Some bankers are teachers', 'Some teachers are not bankers', 'Some bankers are not teachers', 'No teachers are bankers', 'No bankers are teachers', 'NVC']"
2_53_R,All boxers are actuaries and No opticians are boxers,"['All actuaries are opticians', 'All opticians are actuaries', 'Some actuaries are opticians', 'Some opticians are actuaries', 'Some actuaries are not opticians', 'Some opticians are not actuaries', 'No actuaries are opticians', 'No opticians are actuaries', 'NVC']"
2_54_R,Some chemists are potters and Some sailors are chemists,"['All potters are sailors', 'All sailors are potters', 'Some potters are sailors', 'Some sailors are potters', 'Some potters are not sailors', 'Some sailors are not potters', 'No potters are sailors', 'No sailors are potters', 'NVC']"
2_55_R,Some bakers are not sculptors and Some sculptors are gamblers,"['All bakers are gamblers', 'All gamblers are bakers', 'Some bakers are gamblers', 'Some gamblers are bakers', 'Some bakers are not gamblers', 'Some gamblers are not bakers', 'No bakers are gamblers', 'No gamblers are bakers', 'NVC']"
2_56_R,Some chefs are runners and No scientists are runners,"['All chefs are scientists', 'All scientists are chefs', 'Some chefs are scientists', 'Some scientists are chefs', 'Some chefs are not scientists', 'Some scientists are not chefs', 'No chefs are scientists', 'No scientists are chefs', 'NVC']"
2_57_R,No clerks are models and Some models are managers,"['All clerks are managers', 'All managers are clerks', 'Some clerks are managers', 'Some managers are clerks', 'Some clerks are not managers', 'Some managers are not clerks', 'No clerks are managers', 'No managers are clerks', 'NVC']"
2_58_R,Some auditors are cleaners and No painters are auditors,"['All cleaners are painters', 'All painters are cleaners', 'Some cleaners are painters', 'Some painters are cleaners', 'Some cleaners are not painters', 'Some painters are not cleaners', 'No cleaners are painters', 'No painters are cleaners', 'NVC']"
2_59_R,Some waiters are poets and All poets are cashiers,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']"
2_60_R,Some surfers are not artists and All planners are artists,"['All surfers are planners', 'All planners are surfers', 'Some surfers are planners', 'Some planners are surfers', 'Some surfers are not planners', 'Some planners are not surfers', 'No surfers are planners', 'No planners are surfers', 'NVC']"
2_61_R,Some cooks are not mayors and All swimmers are cooks,"['All mayors are swimmers', 'All swimmers are mayors', 'Some mayors are swimmers', 'Some swimmers are mayors', 'Some mayors are not swimmers', 'Some swimmers are not mayors', 'No mayors are swimmers', 'No swimmers are mayors', 'NVC']"
2_62_R,Some pilots are singers and No pilots are tailors,"['All singers are tailors', 'All tailors are singers', 'Some singers are tailors', 'Some tailors are singers', 'Some singers are not tailors', 'Some tailors are not singers', 'No singers are tailors', 'No tailors are singers', 'NVC']"
2_63_R,Some novelists are not travelers and All travelers are analysts,"['All novelists are analysts', 'All analysts are novelists', 'Some novelists are analysts', 'Some analysts are novelists', 'Some novelists are not analysts', 'Some analysts are not novelists', 'No novelists are analysts', 'No analysts are novelists', 'NVC']"
3_0_R,Some tutors are packers and All tutors are butchers,"['All packers are butchers', 'All butchers are packers', 'Some packers are butchers', 'Some butchers are packers', 'Some packers are not butchers', 'Some butchers are not packers', 'No packers are butchers', 'No butchers are packers', 'NVC']"
3_1_R,All auditors are painters and Some cleaners are auditors,"['All painters are cleaners', 'All cleaners are painters', 'Some painters are cleaners', 'Some cleaners are painters', 'Some painters are not cleaners', 'Some cleaners are not painters', 'No painters are cleaners', 'No cleaners are painters', 'NVC']"
3_2_R,No dancers are typists and All boxers are typists,"['All dancers are boxers', 'All boxers are dancers', 'Some dancers are boxers', 'Some boxers are dancers', 'Some dancers are not boxers', 'Some boxers are not dancers', 'No dancers are boxers', 'No boxers are dancers', 'NVC']"
3_3_R,All workers are painters and All painters are actors,"['All workers are actors', 'All actors are workers', 'Some workers are actors', 'Some actors are workers', 'Some workers are not actors', 'Some actors are not workers', 'No workers are actors', 'No actors are workers', 'NVC']"
3_4_R,No lifeguards are dentists and Some lifeguards are plumbers,"['All dentists are plumbers', 'All plumbers are dentists', 'Some dentists are plumbers', 'Some plumbers are dentists', 'Some dentists are not plumbers', 'Some plumbers are not dentists', 'No dentists are plumbers', 'No plumbers are dentists', 'NVC']"
3_5_R,No hikers are drivers and Some writers are not drivers,"['All hikers are writers', 'All writers are hikers', 'Some hikers are writers', 'Some writers are hikers', 'Some hikers are not writers', 'Some writers are not hikers', 'No hikers are writers', 'No writers are hikers', 'NVC']"
3_6_R,Some investors are not jugglers and Some jugglers are not barbers,"['All investors are barbers', 'All barbers are investors', 'Some investors are barbers', 'Some barbers are investors', 'Some investors are not barbers', 'Some barbers are not investors', 'No investors are barbers', 'No barbers are investors', 'NVC']"
3_7_R,Some climbers are not skaters and Some therapists are not climbers,"['All skaters are therapists', 'All therapists are skaters', 'Some skaters are therapists', 'Some therapists are skaters', 'Some skaters are not therapists', 'Some therapists are not skaters', 'No skaters are therapists', 'No therapists are skaters', 'NVC']"
3_8_R,All drillers are nurses and All drillers are actors,"['All nurses are actors', 'All actors are nurses', 'Some nurses are actors', 'Some actors are nurses', 'Some nurses are not actors', 'Some actors are not nurses', 'No nurses are actors', 'No actors are nurses', 'NVC']"
3_9_R,Some poets are not miners and All poets are skaters,"['All miners are skaters', 'All skaters are miners', 'Some miners are skaters', 'Some skaters are miners', 'Some miners are not skaters', 'Some skaters are not miners', 'No miners are skaters', 'No skaters are miners', 'NVC']"
3_10_R,Some bankers are teachers and Some bankers are not golfers,"['All teachers are golfers', 'All golfers are teachers', 'Some teachers are golfers', 'Some golfers are teachers', 'Some teachers are not golfers', 'Some golfers are not teachers', 'No teachers are golfers', 'No golfers are teachers', 'NVC']"
3_11_R,All waiters are poets and No cashiers are poets,"['All waiters are cashiers', 'All cashiers are waiters', 'Some waiters are cashiers', 'Some cashiers are waiters', 'Some waiters are not cashiers', 'Some cashiers are not waiters', 'No waiters are cashiers', 'No cashiers are waiters', 'NVC']"
3_12_R,Some managers are models and Some clerks are not models,"['All managers are clerks', 'All clerks are managers', 'Some managers are clerks', 'Some clerks are managers', 'Some managers are not clerks', 'Some clerks are not managers', 'No managers are clerks', 'No clerks are managers', 'NVC']"
3_13_R,No brokers are agents and Some secretaries are agents,"['All brokers are secretaries', 'All secretaries are brokers', 'Some brokers are secretaries', 'Some secretaries are brokers', 'Some brokers are not secretaries', 'Some secretaries are not brokers', 'No brokers are secretaries', 'No secretaries are brokers', 'NVC']"
3_14_R,No sailors are potters and No chemists are potters,"['All sailors are chemists', 'All chemists are sailors', 'Some sailors are chemists', 'Some chemists are sailors', 'Some sailors are not chemists', 'Some chemists are not sailors', 'No sailors are chemists', 'No chemists are sailors', 'NVC']"
3_15_R,Some chefs are scientists and Some runners are chefs,"['All scientists are runners', 'All runners are scientists', 'Some scientists are runners', 'Some runners are scientists', 'Some scientists are not runners', 'Some runners are not scientists', 'No scientists are runners', 'No runners are scientists', 'NVC']"
3_16_R,Some actuaries are not opticians and No boxers are actuaries,"['All opticians are boxers', 'All boxers are opticians', 'Some opticians are boxers', 'Some boxers are opticians', 'Some opticians are not boxers', 'Some boxers are not opticians', 'No opticians are boxers', 'No boxers are opticians', 'NVC']"
3_17_R,No sculptors are bakers and Some bakers are not gamblers,"['All sculptors are gamblers', 'All gamblers are sculptors', 'Some sculptors are gamblers', 'Some gamblers are sculptors', 'Some sculptors are not gamblers', 'Some gamblers are not sculptors', 'No sculptors are gamblers', 'No gamblers are sculptors', 'NVC']"
3_18_R,All campers are fencers and Some campers are not engineers,"['All fencers are engineers', 'All engineers are fencers', 'Some fencers are engineers', 'Some engineers are fencers', 'Some fencers are not engineers', 'Some engineers are not fencers', 'No fencers are engineers', 'No engineers are fencers', 'NVC']"
