Unnamed: 0,id_seq,sentenced,few_shot_pred
1005,17_12_R,No surfers are planners and All planners are artists, All surfers are artists
1007,17_14_R,Some lawyers are hunters and No athletes are hunters, No lawyers are hunters
1008,17_15_R,All farmers are assistants and Some scholars are not assistants, Some scholars are assistants
1009,17_16_R,All linguists are carpenters and No linguists are divers, No linguists are divers
1010,17_18_R,No opticians are actuaries and Some actuaries are boxers, Some opticians are boxers
1013,17_21_R,All secretaries are agents and All secretaries are brokers, Some secretaries are agents
1016,17_24_R,All campers are fencers and No fencers are engineers, Some engineers are campers
1017,17_25_R,All gamblers are sculptors and All bakers are gamblers, All gamblers are sculptors
1022,17_30_R,All trainers are designers and Some trainers are not architects, Some trainers are designers
1024,17_32_R,No skaters are miners and Some poets are skaters, Some miners are skaters
1031,17_40_R,Some dentists are plumbers and No plumbers are lifeguards, No plumbers are lifeguards
1038,17_47_R,No runners are scientists and Some chefs are scientists, Some chefs are scientists
1041,17_50_R,Some editors are florists and All florists are soldiers, Some editors are florists
1043,17_52_R,Some secretaries are brokers and No agents are secretaries, Some secretaries are brokers
1044,17_53_R,No chemists are sailors and All potters are chemists, No chemists are sailors
1045,17_54_R,Some designers are trainers and No designers are architects, Some trainers are architects
1046,17_55_R,No athletes are lawyers and All athletes are hunters, No athletes are lawyers
1051,17_60_R,All artists are planners and No surfers are artists, No surfers are planners
1054,17_63_R,No writers are drivers and Some writers are hikers, Some writers are drivers
1055,18_1_R,All investors are barbers and All barbers are jugglers, All investors are jugglers
1056,18_2_R,Some painters are workers and All painters are actors, Some painters are actors
1057,18_3_R,All poets are skaters and Some miners are poets, Some poets are skaters
1059,18_5_R,No engineers are campers and Some fencers are engineers, Some fencers are campers
1060,18_6_R,All teachers are bankers and Some teachers are not golfers, Some teachers are not golfers
1061,18_7_R,All buyers are students and Some cyclists are not students, Some cyclists are students
1063,18_11_R,All artists are planners and No artists are surfers, No artists are planners
1071,18_21_R,No athletes are lawyers and All lawyers are hunters, Some athletes are hunters
1078,18_28_R,No boxers are typists and Some typists are dancers, Some typists are dancers
1080,18_30_R,No plumbers are dentists and All plumbers are lifeguards, No plumbers are dentists
1081,18_31_R,Some cleaners are auditors and All auditors are painters, All cleaners are painters
1082,18_32_R,Some porters are judges and No porters are brewers, No porters are brewers
1084,18_34_R,All swimmers are mayors and No mayors are cooks, Some cooks are mayors
1085,18_35_R,No cashiers are poets and Some waiters are poets, Some waiters are poets
1088,18_39_R,All miners are skaters and Some miners are poets, Some skaters are poets
1091,18_44_R,No bankers are teachers and Some bankers are golfers, Some bankers are teachers
1092,18_45_R,No travelers are novelists and All analysts are travelers, No travelers are novelists
1093,18_46_R,All students are cyclists and All buyers are students, All students are buyers
1096,18_49_R,All potters are sailors and No chemists are potters, Some chemists are sailors
1097,18_50_R,Some trainers are designers and No designers are architects, No trainers are designers
1103,18_57_R,All therapists are climbers and No skaters are climbers, Some therapists are climbers
1106,18_60_R,Some actuaries are opticians and No boxers are opticians, Some actuaries are opticians
1109,19_0_R,All tutors are butchers and All butchers are packers, All tutors are butchers
1110,19_1_R,Some cashiers are waiters and All cashiers are poets, All cashiers are poets
1111,19_2_R,No athletes are hunters and All lawyers are hunters, No lawyers are hunters
1112,19_3_R,All trainers are designers and Some architects are trainers, Some trainers are designers
1114,19_5_R,Some auditors are cleaners and No painters are cleaners, No painters are cleaners
1115,19_6_R,No mayors are cooks and All swimmers are mayors, Some cooks are swimmers
1119,19_10_R,Some florists are soldiers and All soldiers are editors, Some florists are editors
1123,19_14_R,All brokers are secretaries and All brokers are agents, All brokers are agents
1125,19_16_R,Some divers are carpenters and No linguists are divers, Some linguists are carpenters
1126,19_17_R,Some students are cyclists and No students are buyers, No students are cyclists
1127,19_19_R,No engineers are fencers and Some fencers are campers, Some fencers are campers
1130,19_22_R,No dentists are lifeguards and Some plumbers are lifeguards, Some dentists are lifeguards
1139,19_32_R,All travelers are novelists and Some travelers are not analysts, Some travelers are novelists
1140,19_33_R,All runners are scientists and Some chefs are not scientists, Some chefs are scientists
1146,19_39_R,All lifeguards are plumbers and No dentists are plumbers, All lifeguards are plumbers
1147,19_40_R,All climbers are skaters and No therapists are climbers, No climbers are skaters
1148,19_41_R,No designers are trainers and Some architects are designers, Some trainers are architects
1150,19_44_R,No clerks are models and All models are managers, All managers are clerks
1152,19_46_R,No bakers are gamblers and All bakers are sculptors, All gamblers are sculptors
1155,19_49_R,All painters are workers and Some painters are actors, Some painters are actors
1157,19_51_R,All poets are miners and All skaters are poets, Some poets are skaters
1159,19_54_R,All hikers are drivers and No hikers are writers, No hikers are drivers
1160,19_55_R,All cashiers are poets and No poets are waiters, No poets are cashiers
1161,19_56_R,No divers are linguists and Some divers are carpenters, Some divers are linguists
1169,20_0_R,All actors are drillers and All drillers are nurses, All actors are nurses
1170,20_1_R,Some florists are editors and All florists are soldiers, Some florists are editors
1171,20_2_R,All typists are dancers and Some boxers are typists, Some boxers are dancers
1172,20_3_R,No actors are painters and All workers are painters, All actors are painters
1176,20_7_R,No clerks are managers and All models are clerks, No models are managers
1178,20_9_R,No painters are cleaners and Some auditors are cleaners, Some auditors are cleaners
1187,20_18_R,Some dentists are lifeguards and No lifeguards are plumbers, Some dentists are lifeguards
1190,20_21_R,Some waiters are poets and No waiters are cashiers, Some waiters are poets
1193,20_25_R,All cooks are swimmers and No mayors are cooks, No cooks are swimmers
1194,20_27_R,No trainers are architects and Some designers are trainers, Some architects are trainers
1198,20_31_R,All agents are secretaries and All agents are brokers, All agents are secretaries
1201,20_34_R,No painters are cleaners and All painters are auditors, No painters are cleaners
1202,20_35_R,All cooks are swimmers and Some mayors are not swimmers, Some mayors are swimmers
1205,20_38_R,Some gamblers are bakers and All bakers are sculptors, All gamblers are sculptors
1207,20_40_R,Some workers are painters and No actors are painters, Some workers are painters
1208,20_41_R,No bankers are golfers and All golfers are teachers, No bankers are golfers
1212,20_45_R,All lifeguards are dentists and All plumbers are lifeguards, All plumbers are dentists
1214,20_47_R,All managers are models and No clerks are models, No managers are models
1215,20_48_R,Some porters are brewers and No judges are porters, No judges are brewers
1221,20_54_R,No chefs are runners and Some chefs are scientists, Some chefs are runners
1223,20_56_R,All counselors are joggers and No counselors are riders, No counselors are riders
1226,20_60_R,No dancers are boxers and Some boxers are typists, Some dancers are boxers
1227,20_61_R,All pilots are tailors and Some pilots are singers, Some pilots are tailors
1228,20_63_R,All secretaries are agents and No agents are brokers, Some secretaries are agents
1229,21_0_R,All linguists are carpenters and Some divers are linguists, Some divers are carpenters
1230,21_1_R,No investors are jugglers and All barbers are jugglers, No barbers are jugglers
1231,21_2_R,All planners are artists and All artists are surfers, All planners are surfers
1232,21_3_R,Some dancers are boxers and All dancers are typists, Some dancers are typists
1234,21_5_R,No riders are counselors and All counselors are joggers, Some counselors are not joggers
1235,21_6_R,All waiters are poets and Some waiters are cashiers, Some waiters are poets
1236,21_7_R,Some drillers are actors and No drillers are nurses, Some actors are nurses
