task_form,best_bert_00_index,bert_00success,best_mnli_00_index,mnli_00success,sentenced
EE2,3,0,6,0,No therapists are climbers and No skaters are therapists
OA3,0,0,4,1,Some actuaries are not boxers and All opticians are boxers
AI4,1,0,5,0,All pilots are singers and Some pilots are tailors
AE4,0,0,6,0,All riders are counselors and No riders are joggers
AO3,3,0,5,1,All agents are brokers and Some secretaries are not brokers
EE4,2,0,6,0,No gamblers are bakers and No gamblers are sculptors
EO1,4,0,4,0,No travelers are analysts and Some analysts are not novelists
AA2,0,0,2,1,All drivers are writers and All hikers are drivers
OI4,2,0,5,0,Some cyclists are not buyers and Some cyclists are students
IO2,2,0,5,0,Some doctors are tellers and Some climbers are not doctors
IE2,2,0,5,0,Some trainers are designers and No architects are trainers
IE4,2,0,6,0,Some dancers are boxers and No dancers are typists
EO3,3,0,5,0,No judges are porters and Some brewers are not porters
EI3,2,0,4,0,No nurses are actors and Some drillers are actors
EA4,0,0,7,0,No sailors are chemists and All sailors are potters
OI2,2,0,4,0,Some miners are not skaters and Some poets are miners
EE3,6,0,6,0,No scholars are farmers and No assistants are farmers
OA2,4,0,4,0,Some lifeguards are not dentists and All plumbers are lifeguards
AO2,2,0,5,0,All surfers are planners and Some artists are not surfers
IE3,2,0,5,0,Some mayors are swimmers and No cooks are swimmers
II3,2,0,5,0,Some teachers are bankers and Some golfers are bankers
EO2,0,0,5,0,No editors are soldiers and Some florists are not editors
EO4,5,0,5,0,No chefs are scientists and Some chefs are not runners
OE1,2,0,6,0,Some waiters are not cashiers and No cashiers are poets
OA4,2,0,4,0,Some nurses are not drillers and All nurses are actors
OO1,3,0,5,0,Some analysts are not travelers and Some travelers are not novelists
EI1,2,0,5,1,No skaters are climbers and Some climbers are therapists
II1,2,0,2,0,Some climbers are doctors and Some doctors are tellers
IO4,2,0,4,0,Some divers are linguists and Some divers are not carpenters
OE4,2,0,6,0,Some agents are not secretaries and No agents are brokers
AI3,3,0,3,0,All assistants are farmers and Some scholars are farmers
AA3,0,0,0,0,All clerks are models and All managers are models
EA1,0,0,7,0,No auditors are painters and All painters are cleaners
OO3,2,0,3,0,Some hunters are not athletes and Some lawyers are not athletes
AO1,4,0,4,0,All writers are drivers and Some drivers are not hikers
AI1,2,0,2,0,All surfers are planners and Some planners are artists
IE1,2,0,4,1,Some boxers are typists and No typists are dancers
AE1,1,0,6,1,All sculptors are gamblers and No gamblers are bakers
AE3,0,0,6,1,All plumbers are dentists and No lifeguards are dentists
OE3,2,0,5,0,Some golfers are not teachers and No bankers are teachers
AE2,0,0,7,0,All fencers are campers and No engineers are fencers
OA1,2,0,4,0,Some designers are not architects and All architects are trainers
IO1,3,0,4,0,Some singers are tailors and Some tailors are not pilots
OI1,3,0,4,0,Some investors are not jugglers and Some jugglers are barbers
IA3,2,0,4,0,Some miners are skaters and All poets are skaters
EI4,0,0,5,1,No riders are joggers and Some riders are counselors
EI2,2,0,4,0,No editors are soldiers and Some florists are editors
II4,2,0,2,0,Some waiters are cashiers and Some waiters are poets
II2,3,0,5,0,Some butchers are tutors and Some packers are butchers
AA4,0,0,0,0,All cyclists are students and All cyclists are buyers
IO3,3,0,5,0,Some chemists are potters and Some sailors are not potters
EA2,1,0,6,1,No runners are scientists and All chefs are runners
IA2,2,0,3,0,Some painters are actors and All workers are painters
AO4,4,1,4,1,All porters are judges and Some porters are not brewers
EE1,1,0,6,0,No boxers are actuaries and No actuaries are opticians
OE2,5,0,6,0,Some swimmers are not cooks and No mayors are swimmers
IA4,5,1,3,0,Some travelers are analysts and All travelers are novelists
AI2,2,1,4,0,All planners are artists and Some surfers are planners
AA1,5,0,0,1,All actuaries are opticians and All opticians are boxers
OA4,3,0,5,1,Some boxers are not dancers and All boxers are typists
AI4,5,0,2,1,All clerks are models and Some clerks are managers
OA2,2,0,5,0,Some students are not buyers and All cyclists are students
EI2,2,0,5,1,No cashiers are waiters and Some poets are cashiers
OE1,5,0,6,0,Some brewers are not judges and No judges are porters
AA3,1,0,0,0,All scientists are runners and All chefs are runners
OA1,2,0,2,0,Some sailors are not chemists and All chemists are potters
AE2,0,0,7,0,All packers are butchers and No tutors are packers
OO2,2,0,5,0,Some cleaners are not painters and Some auditors are not cleaners
II4,3,0,2,0,Some investors are jugglers and Some investors are barbers
OE4,4,0,6,0,Some bakers are not gamblers and No bakers are sculptors
EO3,2,0,5,0,No secretaries are agents and Some brokers are not agents
IO2,2,0,5,0,Some poets are skaters and Some miners are not poets
OI4,2,0,5,0,Some painters are not actors and Some painters are workers
AO1,5,0,4,0,All riders are joggers and Some joggers are not counselors
AE4,0,0,6,0,All singers are pilots and No singers are tailors
IA1,2,1,0,0,Some hikers are writers and All writers are drivers
EI1,2,0,4,0,No therapists are climbers and Some climbers are skaters
OO4,2,0,5,0,Some teachers are not bankers and Some teachers are not golfers
AI3,0,0,2,0,All farmers are scholars and Some assistants are scholars
AE3,0,0,6,1,All engineers are fencers and No campers are fencers
EO1,4,0,4,0,No nurses are drillers and Some drillers are not actors
AO3,0,0,5,1,All dentists are lifeguards and Some plumbers are not lifeguards
AA2,0,0,1,1,All doctors are climbers and All tellers are doctors
EE3,2,0,7,0,No trainers are architects and No designers are architects
EA1,0,0,0,0,No swimmers are mayors and All mayors are cooks
OI1,2,0,4,0,Some divers are not linguists and Some linguists are carpenters
AA4,1,0,0,0,All tellers are climbers and All tellers are doctors
EE2,0,0,6,0,No golfers are teachers and No bankers are golfers
IE1,3,0,7,0,Some poets are skaters and No skaters are miners
EO4,4,0,4,0,No swimmers are mayors and Some swimmers are not cooks
IE3,2,0,5,0,Some buyers are students and No cyclists are students
OO3,0,0,3,0,Some tailors are not singers and Some pilots are not singers
II1,2,0,2,0,Some clerks are models and Some models are managers
AO4,5,0,4,1,All butchers are tutors and Some butchers are not packers
OE2,2,0,6,0,Some fencers are not campers and No engineers are fencers
EA2,0,0,6,1,No farmers are scholars and All assistants are farmers
EE4,0,0,6,0,No designers are architects and No designers are trainers
II3,2,0,4,0,Some actors are nurses and Some drillers are nurses
OE3,2,0,6,0,Some dentists are not lifeguards and No plumbers are lifeguards
IE2,2,0,5,0,Some actuaries are opticians and No boxers are actuaries
IE4,3,0,6,0,Some sculptors are gamblers and No sculptors are bakers
IA3,3,0,5,0,Some editors are florists and All soldiers are florists
IO1,2,0,5,0,Some runners are scientists and Some scientists are not chefs
AE1,1,0,6,1,All painters are auditors and No auditors are cleaners
IA2,2,0,2,0,Some judges are porters and All brewers are judges
OI2,2,0,5,0,Some secretaries are not agents and Some brokers are secretaries
AI1,2,0,2,0,All lawyers are athletes and Some athletes are hunters
OI3,0,0,4,0,Some surfers are not artists and Some planners are artists
EI3,2,0,4,0,No travelers are analysts and Some novelists are analysts
EO2,4,0,5,0,No jugglers are barbers and Some investors are not jugglers
EA4,0,0,7,0,No skaters are climbers and All skaters are therapists
OO1,2,0,4,0,Some cashiers are not waiters and Some waiters are not poets
EE1,1,0,6,0,No riders are joggers and No joggers are counselors
IO4,4,0,5,0,Some actors are painters and Some actors are not workers
AO2,0,0,5,0,All boxers are typists and Some dancers are not boxers
IA4,2,1,2,1,Some linguists are divers and All linguists are carpenters
AA1,0,1,0,1,All porters are judges and All judges are brewers
EA3,0,0,6,1,No bakers are sculptors and All gamblers are sculptors
AI1,0,0,2,0,All models are managers and Some managers are clerks
OO1,3,0,5,0,Some actuaries are not opticians and Some opticians are not boxers
OI1,2,0,4,0,Some designers are not architects and Some architects are trainers
AO2,2,0,5,0,All brokers are secretaries and Some agents are not brokers
IE2,4,1,6,0,Some counselors are joggers and No riders are counselors
EE2,1,0,7,0,No barbers are investors and No jugglers are barbers
EO4,5,0,5,0,No bankers are golfers and Some bankers are not teachers
IO3,2,0,5,0,Some artists are planners and Some surfers are not planners
AE1,0,0,6,1,All nurses are drillers and No drillers are actors
AA3,0,0,1,0,All cleaners are auditors and All painters are auditors
OO4,0,0,4,0,Some dentists are not lifeguards and Some dentists are not plumbers
IE1,2,0,5,0,Some cashiers are waiters and No waiters are poets
II3,2,0,2,0,Some actors are workers and Some painters are workers
EA4,0,0,7,0,No engineers are campers and All engineers are fencers
AO3,4,0,5,1,All boxers are typists and Some dancers are not typists
AE4,2,0,6,0,All mayors are swimmers and No mayors are cooks
IE4,2,0,6,0,Some pilots are tailors and No pilots are singers
OI2,2,0,5,0,Some athletes are not hunters and Some lawyers are athletes
AA4,1,0,0,0,All skaters are poets and All skaters are miners
OE4,3,0,6,0,Some florists are not editors and No florists are soldiers
OE3,2,0,6,0,Some hikers are not drivers and No writers are drivers
IO2,3,0,5,0,Some cyclists are students and Some buyers are not cyclists
EI3,3,0,4,0,No runners are chefs and Some scientists are chefs
IA3,0,0,3,0,Some travelers are analysts and All novelists are analysts
AO4,4,1,4,1,All climbers are therapists and Some climbers are not skaters
AE3,0,0,6,1,All climbers are doctors and No tellers are doctors
IE3,1,0,6,0,Some packers are tutors and No butchers are tutors
OA1,5,0,4,0,Some assistants are not scholars and All scholars are farmers
OI4,2,0,4,0,Some editors are not florists and Some editors are soldiers
AI4,2,1,2,1,All therapists are skaters and Some therapists are climbers
II1,2,0,4,0,Some teachers are bankers and Some bankers are golfers
OO3,3,0,5,0,Some brokers are not agents and Some secretaries are not agents
EI4,2,0,5,1,No workers are actors and Some workers are painters
EI2,2,0,4,0,No jugglers are barbers and Some investors are jugglers
AO1,4,0,4,0,All lawyers are athletes and Some athletes are not hunters
IA2,1,0,4,0,Some managers are clerks and All models are managers
EE3,0,0,7,0,No doctors are tellers and No climbers are tellers
AI3,4,0,5,0,All opticians are boxers and Some actuaries are boxers
OE2,2,0,6,0,Some drivers are not hikers and No writers are drivers
IO4,2,0,4,0,Some engineers are fencers and Some engineers are not campers
EI1,2,0,5,1,No miners are poets and Some poets are skaters
IO1,5,0,5,0,Some dentists are plumbers and Some plumbers are not lifeguards
OO2,2,0,5,0,Some designers are not architects and Some trainers are not designers
EA2,0,0,6,1,No buyers are cyclists and All students are buyers
II2,2,0,2,0,Some sailors are potters and Some chemists are sailors
OA3,2,0,4,1,Some auditors are not cleaners and All painters are cleaners
EO3,5,0,5,0,No swimmers are cooks and Some mayors are not cooks
EE4,1,0,7,0,No joggers are riders and No joggers are counselors
OA2,3,0,4,0,Some butchers are not tutors and All packers are butchers
OA4,2,0,4,0,Some planners are not artists and All planners are surfers
AE2,1,0,6,0,All porters are judges and No brewers are porters
IA1,0,0,0,0,Some singers are pilots and All pilots are tailors
OI3,3,0,4,0,Some assistants are not scholars and Some farmers are scholars
EO1,5,0,5,0,No scientists are chefs and Some chefs are not runners
EO2,2,0,5,0,No travelers are novelists and Some analysts are not travelers
EA1,0,0,7,0,No dancers are typists and All typists are boxers
OE1,2,0,4,0,Some nurses are not actors and No actors are drillers
EE1,0,0,6,0,No waiters are poets and No poets are cashiers
II4,4,0,3,0,Some sculptors are bakers and Some sculptors are gamblers
AA2,1,1,1,1,All divers are linguists and All carpenters are divers
IA4,2,1,3,0,Some students are buyers and All students are cyclists
AI2,2,1,5,0,All bankers are teachers and Some golfers are bankers
AA1,2,1,0,1,All surfers are artists and All artists are planners
EA3,0,0,7,1,No drillers are nurses and All actors are nurses
OI1,2,0,4,0,Some travelers are not novelists and Some novelists are analysts
OO2,3,0,5,0,Some campers are not engineers and Some fencers are not campers
IE1,2,0,6,0,Some typists are boxers and No boxers are dancers
EA2,1,0,6,1,No plumbers are lifeguards and All dentists are plumbers
II2,2,0,2,0,Some mayors are swimmers and Some cooks are mayors
OO4,2,0,4,0,Some divers are not linguists and Some divers are not carpenters
EI1,2,0,5,1,No designers are trainers and Some trainers are architects
IA2,2,0,4,0,Some actuaries are opticians and All boxers are actuaries
EO1,2,0,5,0,No tailors are singers and Some singers are not pilots
EE3,0,0,7,0,No gamblers are bakers and No sculptors are bakers
IE4,2,0,6,0,Some farmers are scholars and No farmers are assistants
II4,2,0,2,0,Some auditors are cleaners and Some auditors are painters
AA3,0,0,0,0,All climbers are doctors and All tellers are doctors
II3,2,0,2,0,Some miners are poets and Some skaters are poets
AE3,0,0,6,1,All poets are waiters and No cashiers are waiters
AE1,0,0,6,1,All drivers are writers and No writers are hikers
AI4,2,1,2,1,All joggers are counselors and Some joggers are riders
OI4,2,0,5,0,Some skaters are not climbers and Some skaters are therapists
IO2,1,0,5,0,Some tutors are packers and Some butchers are not tutors
AO1,3,0,4,0,All brewers are judges and Some judges are not porters
AO2,4,0,5,0,All chefs are runners and Some scientists are not chefs
IO4,4,0,4,0,Some athletes are lawyers and Some athletes are not hunters
EO4,0,0,4,0,No barbers are jugglers and Some barbers are not investors
OI2,2,0,4,0,Some actors are not workers and Some painters are actors
