sentenced,id_seq
Some cashiers are not waiters and Some waiters are not poets,9_60_R
No riders are joggers and No joggers are counselors,9_61_R
Some actors are painters and Some actors are not workers,9_62_R
All boxers are typists and Some dancers are not boxers,9_63_R
Some linguists are divers and All linguists are carpenters,10_0_R
All porters are judges and All judges are brewers,10_2_R
No bakers are sculptors and All gamblers are sculptors,10_3_R
All models are managers and Some managers are clerks,10_4_R
Some actuaries are not opticians and Some opticians are not boxers,10_5_R
Some designers are not architects and Some architects are trainers,10_6_R
All brokers are secretaries and Some agents are not brokers,10_7_R
Some counselors are joggers and No riders are counselors,10_8_R
No barbers are investors and No jugglers are barbers,10_9_R
No bankers are golfers and Some bankers are not teachers,10_10_R
Some artists are planners and Some surfers are not planners,10_11_R
All nurses are drillers and No drillers are actors,10_12_R
All cleaners are auditors and All painters are auditors,10_13_R
Some dentists are not lifeguards and Some dentists are not plumbers,10_14_R
Some cashiers are waiters and No waiters are poets,10_15_R
Some actors are workers and Some painters are workers,10_16_R
No engineers are campers and All engineers are fencers,10_17_R
All boxers are typists and Some dancers are not typists,10_18_R
All mayors are swimmers and No mayors are cooks,10_19_R
Some pilots are tailors and No pilots are singers,10_20_R
Some athletes are not hunters and Some lawyers are athletes,10_21_R
All skaters are poets and All skaters are miners,10_22_R
Some florists are not editors and No florists are soldiers,10_23_R
Some hikers are not drivers and No writers are drivers,10_24_R
Some cyclists are students and Some buyers are not cyclists,10_25_R
No runners are chefs and Some scientists are chefs,10_26_R
Some travelers are analysts and All novelists are analysts,10_27_R
All climbers are therapists and Some climbers are not skaters,10_28_R
All climbers are doctors and No tellers are doctors,10_29_R
Some packers are tutors and No butchers are tutors,10_30_R
Some assistants are not scholars and All scholars are farmers,10_31_R
Some editors are not florists and Some editors are soldiers,10_32_R
All therapists are skaters and Some therapists are climbers,10_33_R
Some teachers are bankers and Some bankers are golfers,10_34_R
Some brokers are not agents and Some secretaries are not agents,10_35_R
No workers are actors and Some workers are painters,10_36_R
No jugglers are barbers and Some investors are jugglers,10_37_R
All lawyers are athletes and Some athletes are not hunters,10_38_R
Some managers are clerks and All models are managers,10_39_R
No doctors are tellers and No climbers are tellers,10_40_R
All opticians are boxers and Some actuaries are boxers,10_41_R
Some drivers are not hikers and No writers are drivers,10_42_R
Some engineers are fencers and Some engineers are not campers,10_43_R
No miners are poets and Some poets are skaters,10_44_R
Some dentists are plumbers and Some plumbers are not lifeguards,10_45_R
Some designers are not architects and Some trainers are not designers,10_46_R
No buyers are cyclists and All students are buyers,10_47_R
Some sailors are potters and Some chemists are sailors,10_48_R
Some auditors are not cleaners and All painters are cleaners,10_49_R
No swimmers are cooks and Some mayors are not cooks,10_50_R
No joggers are riders and No joggers are counselors,10_51_R
Some butchers are not tutors and All packers are butchers,10_52_R
Some planners are not artists and All planners are surfers,10_53_R
All porters are judges and No brewers are porters,10_54_R
Some singers are pilots and All pilots are tailors,10_55_R
Some assistants are not scholars and Some farmers are scholars,10_56_R
No scientists are chefs and Some chefs are not runners,10_57_R
No travelers are novelists and Some analysts are not travelers,10_58_R
No dancers are typists and All typists are boxers,10_59_R
Some nurses are not actors and No actors are drillers,10_60_R
No waiters are poets and No poets are cashiers,10_61_R
Some sculptors are bakers and Some sculptors are gamblers,10_62_R
All divers are linguists and All carpenters are divers,10_63_R
Some students are buyers and All students are cyclists,11_0_R
All bankers are teachers and Some golfers are bankers,11_1_R
All surfers are artists and All artists are planners,11_2_R
No drillers are nurses and All actors are nurses,11_3_R
Some travelers are not novelists and Some novelists are analysts,11_4_R
Some campers are not engineers and Some fencers are not campers,11_5_R
Some typists are boxers and No boxers are dancers,11_6_R
No plumbers are lifeguards and All dentists are plumbers,11_7_R
Some mayors are swimmers and Some cooks are mayors,11_8_R
Some divers are not linguists and Some divers are not carpenters,11_9_R
No designers are trainers and Some trainers are architects,11_10_R
Some actuaries are opticians and All boxers are actuaries,11_11_R
No tailors are singers and Some singers are not pilots,11_12_R
No gamblers are bakers and No sculptors are bakers,11_13_R
Some farmers are scholars and No farmers are assistants,11_14_R
Some auditors are cleaners and Some auditors are painters,11_15_R
All climbers are doctors and All tellers are doctors,11_16_R
Some miners are poets and Some skaters are poets,11_17_R
All poets are waiters and No cashiers are waiters,11_18_R
All drivers are writers and No writers are hikers,11_19_R
All joggers are counselors and Some joggers are riders,11_20_R
Some skaters are not climbers and Some skaters are therapists,11_21_R
Some tutors are packers and Some butchers are not tutors,11_22_R
All brewers are judges and Some judges are not porters,11_23_R
All chefs are runners and Some scientists are not chefs,11_24_R
Some athletes are lawyers and Some athletes are not hunters,11_25_R
No barbers are jugglers and Some barbers are not investors,11_26_R
Some actors are not workers and Some painters are actors,11_27_R
Some chemists are not potters and Some sailors are potters,11_28_R
Some florists are not editors and Some editors are not soldiers,11_29_R
Some clerks are managers and No models are clerks,11_30_R
Some agents are secretaries and All secretaries are brokers,11_31_R
All opticians are boxers and Some boxers are actuaries,11_32_R
Some butchers are not packers and All packers are tutors,11_33_R
Some swimmers are mayors and Some mayors are cooks,11_34_R
Some workers are not actors and No painters are actors,11_35_R
Some linguists are not carpenters and Some divers are not carpenters,11_36_R
All farmers are assistants and All farmers are scholars,11_37_R
No drivers are writers and Some hikers are drivers,11_38_R
Some actors are nurses and No drillers are nurses,11_39_R
Some bakers are not sculptors and All gamblers are sculptors,11_40_R
No planners are artists and Some planners are surfers,11_41_R
Some hunters are not athletes and No lawyers are hunters,11_42_R
All secretaries are agents and All brokers are secretaries,11_43_R
All campers are engineers and Some fencers are engineers,11_44_R
All miners are poets and Some miners are not skaters,11_45_R
All clerks are managers and No models are clerks,11_46_R
No designers are architects and No architects are trainers,11_47_R
All potters are sailors and No potters are chemists,11_48_R
Some plumbers are not dentists and No plumbers are lifeguards,11_49_R
No tellers are climbers and Some doctors are not tellers,11_50_R
No travelers are novelists and Some analysts are not novelists,11_51_R
Some jugglers are not barbers and No barbers are investors,11_52_R
All poets are waiters and Some cashiers are not waiters,11_53_R
No golfers are bankers and All bankers are teachers,11_54_R
Some riders are joggers and Some joggers are not counselors,11_55_R
No typists are dancers and No boxers are typists,11_56_R
No climbers are therapists and No climbers are skaters,11_57_R
Some brewers are not judges and All brewers are porters,11_58_R
Some singers are not pilots and All tailors are singers,11_59_R
Some cyclists are buyers and Some students are not buyers,11_60_R
No florists are soldiers and Some editors are soldiers,11_61_R
No painters are auditors and All painters are cleaners,11_62_R
Some chefs are scientists and All runners are scientists,11_63_R
Some pilots are tailors and All pilots are singers,12_0_R
No barbers are investors and All jugglers are investors,12_1_R
All plumbers are lifeguards and Some dentists are plumbers,12_2_R
All golfers are teachers and All teachers are bankers,12_3_R
Some planners are not surfers and All artists are planners,12_4_R
Some skaters are not miners and No miners are poets,12_5_R
All tutors are butchers and All packers are tutors,12_6_R
Some secretaries are not agents and Some brokers are not agents,12_7_R
Some cyclists are buyers and No students are cyclists,12_8_R
No brewers are judges and Some porters are not judges,12_9_R
All poets are cashiers and Some poets are waiters,12_10_R
No writers are hikers and Some writers are drivers,12_12_R
No climbers are tellers and Some doctors are tellers,12_13_R
All sailors are potters and Some potters are chemists,12_14_R
All scholars are farmers and No assistants are scholars,12_15_R
Some painters are auditors and Some painters are not cleaners,12_16_R
Some typists are not boxers and Some boxers are not dancers,12_17_R
