id_seq,sentenced,choice_str,choice_union_pred
2_5,Some judges are brewers and Some brewers are not porters,"['All judges are porters', 'All porters are judges', 'Some judges are porters', 'Some porters are judges', 'Some judges are not porters', 'Some porters are not judges', 'No judges are porters', 'No porters are judges', 'NVC']","[0.013201188994571567, 0.023058585065882653, 4.362861439585686, 1.8662471324205399, 31.045186519622803, 85.66595315933228, 0.23392620496451855, 0.7461589761078358, -1]"
2_6,All pilots are tailors and Some tailors are singers,"['All pilots are singers', 'All singers are pilots', 'Some pilots are singers', 'Some singers are pilots', 'Some pilots are not singers', 'Some singers are not pilots', 'No pilots are singers', 'No singers are pilots', 'NVC']","[0.0805388786830008, 0.10578985093161464, 95.04373073577881, 4.051889851689339, 16.151612997055054, 28.21621596813202, 0.1683885813690722, 0.160334724932909, -1]"
2_7,Some campers are not engineers and Some engineers are not fencers,"['All campers are fencers', 'All fencers are campers', 'Some campers are fencers', 'Some fencers are campers', 'Some campers are not fencers', 'Some fencers are not campers', 'No campers are fencers', 'No fencers are campers', 'NVC']","[0.03168066905345768, 0.16497736796736717, 9.207618236541748, 27.125325798988342, 80.56144118309021, 70.87138295173645, 0.48800399526953697, 1.038298662751913, -1]"
2_8,No lifeguards are dentists and No plumbers are lifeguards,"['All dentists are plumbers', 'All plumbers are dentists', 'Some dentists are plumbers', 'Some plumbers are dentists', 'Some dentists are not plumbers', 'Some plumbers are not dentists', 'No dentists are plumbers', 'No plumbers are dentists', 'NVC']","[1.1576495133340359, 1.0451022535562515, 3.0094031244516373, 2.5005923584103584, 28.922998905181885, 27.76012420654297, 93.02760362625122, 96.14300727844238, -1]"
2_9,No travelers are analysts and Some novelists are not analysts,"['All travelers are novelists', 'All novelists are travelers', 'Some travelers are novelists', 'Some novelists are travelers', 'Some travelers are not novelists', 'Some novelists are not travelers', 'No travelers are novelists', 'No novelists are travelers', 'NVC']","[4.327579587697983, 0.24328515864908695, 90.91027975082397, 92.84304976463318, 78.16981673240662, 98.54798913002014, 7.86731019616127, 78.63062620162964, -1]"
2_10,Some teachers are not golfers and Some bankers are golfers,"['All teachers are bankers', 'All bankers are teachers', 'Some teachers are bankers', 'Some bankers are teachers', 'Some teachers are not bankers', 'Some bankers are not teachers', 'No teachers are bankers', 'No bankers are teachers', 'NVC']","[0.015863000589888543, 0.016912524006329477, 0.9860367514193058, 0.5016012117266655, 51.124972105026245, 5.526148900389671, 1.4978276565670967, 0.47728028148412704, -1]"
2_11,Some typists are not boxers and Some dancers are not boxers,"['All typists are dancers', 'All dancers are typists', 'Some typists are dancers', 'Some dancers are typists', 'Some typists are not dancers', 'Some dancers are not typists', 'No typists are dancers', 'No dancers are typists', 'NVC']","[0.04615079960785806, 0.03255369665566832, 83.1764280796051, 15.111978352069855, 25.107568502426147, 31.83598816394806, 0.19781694281846285, 0.25593850295990705, -1]"
2_12,All artists are planners and All artists are surfers,"['All planners are surfers', 'All surfers are planners', 'Some planners are surfers', 'Some surfers are planners', 'Some planners are not surfers', 'Some surfers are not planners', 'No planners are surfers', 'No surfers are planners', 'NVC']","[76.87345743179321, 13.228893280029297, 1.4730683527886868, 0.5408900324255228, 0.7027496583759785, 1.168285310268402, 0.03478997386991978, 0.0789612764492631, -1]"
2_13,All hikers are drivers and Some writers are not hikers,"['All drivers are writers', 'All writers are drivers', 'Some drivers are writers', 'Some writers are drivers', 'Some drivers are not writers', 'Some writers are not drivers', 'No drivers are writers', 'No writers are drivers', 'NVC']","[0.16872044652700424, 0.16598269576206803, 76.8856406211853, 50.9871780872345, 68.96753907203674, 99.08708930015564, 10.87273508310318, 4.40857969224453, -1]"
2_14,All brokers are agents and No agents are secretaries,"['All brokers are secretaries', 'All secretaries are brokers', 'Some brokers are secretaries', 'Some secretaries are brokers', 'Some brokers are not secretaries', 'Some secretaries are not brokers', 'No brokers are secretaries', 'No secretaries are brokers', 'NVC']","[0.11120812268927693, 0.36788652651011944, 3.371935337781906, 2.1021168678998947, 22.10545539855957, 53.8558304309845, 99.97441172599792, 99.59316849708557, -1]"
2_15,All linguists are carpenters and No divers are carpenters,"['All linguists are divers', 'All divers are linguists', 'Some linguists are divers', 'Some divers are linguists', 'Some linguists are not divers', 'Some divers are not linguists', 'No linguists are divers', 'No divers are linguists', 'NVC']","[0.044593794154934585, 0.16489906702190638, 15.225943922996521, 18.474631011486053, 12.591132521629333, 65.66073298454285, 99.90936517715454, 97.99577593803406, -1]"
2_16,No farmers are scholars and No assistants are scholars,"['All farmers are assistants', 'All assistants are farmers', 'Some farmers are assistants', 'Some assistants are farmers', 'Some farmers are not assistants', 'Some assistants are not farmers', 'No farmers are assistants', 'No assistants are farmers', 'NVC']","[0.9706468321382999, 94.41927671432495, 44.28498148918152, 69.25772428512573, 61.491888761520386, 57.301729917526245, 93.94264221191406, 94.87688541412354, -1]"
2_17,All opticians are boxers and All actuaries are opticians,"['All boxers are actuaries', 'All actuaries are boxers', 'Some boxers are actuaries', 'Some actuaries are boxers', 'Some boxers are not actuaries', 'Some actuaries are not boxers', 'No boxers are actuaries', 'No actuaries are boxers', 'NVC']","[5.195972695946693, 2.4364307522773743, 1.480473019182682, 1.2127273716032505, 1.4772756956517696, 1.8352925777435303, 0.2642562612891197, 0.12767340522259474, -1]"
2_18,Some poets are skaters and Some poets are not miners,"['All skaters are miners', 'All miners are skaters', 'Some skaters are miners', 'Some miners are skaters', 'Some skaters are not miners', 'Some miners are not skaters', 'No skaters are miners', 'No miners are skaters', 'NVC']","[0.09428683551959693, 0.047957280185073614, 1.0440957732498646, 0.4891798831522465, 33.52022469043732, 18.120113015174866, 0.33502213191241026, 0.6238668691366911, -1]"
2_19,All editors are soldiers and Some soldiers are not florists,"['All editors are florists', 'All florists are editors', 'Some editors are florists', 'Some florists are editors', 'Some editors are not florists', 'Some florists are not editors', 'No editors are florists', 'No florists are editors', 'NVC']","[0.023051573953125626, 0.03315557260066271, 0.6951325573027134, 8.879335224628448, 21.406781673431396, 59.18590426445007, 29.224777221679688, 23.05302768945694, -1]"
2_20,Some sailors are chemists and All potters are sailors,"['All chemists are potters', 'All potters are chemists', 'Some chemists are potters', 'Some potters are chemists', 'Some chemists are not potters', 'Some potters are not chemists', 'No chemists are potters', 'No potters are chemists', 'NVC']","[0.9131752885878086, 0.16542815137654543, 6.7065998911857605, 3.5517320036888123, 16.509029269218445, 10.16174927353859, 2.26984228938818, 3.1766634434461594, -1]"
2_21,No barbers are investors and Some barbers are jugglers,"['All investors are jugglers', 'All jugglers are investors', 'Some investors are jugglers', 'Some jugglers are investors', 'Some investors are not jugglers', 'Some jugglers are not investors', 'No investors are jugglers', 'No jugglers are investors', 'NVC']","[0.01741413725540042, 0.0159934934345074, 2.9289748519659042, 0.6683632265776396, 52.81187295913696, 92.2204852104187, 2.1823519840836525, 17.729268968105316, -1]"
2_22,Some cyclists are not buyers and No buyers are students,"['All cyclists are students', 'All students are cyclists', 'Some cyclists are students', 'Some students are cyclists', 'Some cyclists are not students', 'Some students are not cyclists', 'No cyclists are students', 'No students are cyclists', 'NVC']","[0.48292428255081177, 0.7960398681461811, 60.259878635406494, 95.31299471855164, 97.8482186794281, 92.52102971076965, 99.64333772659302, 99.38657879829407, -1]"
2_23,Some actors are not workers and Some painters are not actors,"['All workers are painters', 'All painters are workers', 'Some workers are painters', 'Some painters are workers', 'Some workers are not painters', 'Some painters are not workers', 'No workers are painters', 'No painters are workers', 'NVC']","[0.2016454003751278, 0.06743174744769931, 67.65286922454834, 9.543416649103165, 16.70992225408554, 82.32156038284302, 1.0162392631173134, 0.20402544178068638, -1]"
2_24,Some cashiers are not waiters and Some poets are cashiers,"['All waiters are poets', 'All poets are waiters', 'Some waiters are poets', 'Some poets are waiters', 'Some waiters are not poets', 'Some poets are not waiters', 'No waiters are poets', 'No poets are waiters', 'NVC']","[0.00726446887711063, 0.007692748476983979, 1.3169432990252972, 0.08358839550055563, 55.62795400619507, 31.177669763565063, 0.5149915348738432, 0.1941722584888339, -1]"
2_25,Some clerks are managers and No managers are models,"['All clerks are models', 'All models are clerks', 'Some clerks are models', 'Some models are clerks', 'Some clerks are not models', 'Some models are not clerks', 'No clerks are models', 'No models are clerks', 'NVC']","[0.09303170372731984, 0.388142978772521, 7.4270568788051605, 1.6656478866934776, 56.64294958114624, 68.6937928199768, 71.79063558578491, 51.3199508190155, -1]"
2_26,No joggers are counselors and Some riders are joggers,"['All counselors are riders', 'All riders are counselors', 'Some counselors are riders', 'Some riders are counselors', 'Some counselors are not riders', 'Some riders are not counselors', 'No counselors are riders', 'No riders are counselors', 'NVC']","[0.22808031644672155, 0.06869127391837537, 21.392427384853363, 1.3042526319622993, 83.04363489151001, 87.61127591133118, 4.326067119836807, 4.298127815127373, -1]"
2_27,Some actors are not nurses and No drillers are nurses,"['All actors are drillers', 'All drillers are actors', 'Some actors are drillers', 'Some drillers are actors', 'Some actors are not drillers', 'Some drillers are not actors', 'No actors are drillers', 'No drillers are actors', 'NVC']","[0.1227425062097609, 17.826536297798157, 43.29187273979187, 84.94151830673218, 31.993207335472107, 22.684279084205627, 85.34132242202759, 19.286248087882996, -1]"
2_28,No bakers are sculptors and All sculptors are gamblers,"['All bakers are gamblers', 'All gamblers are bakers', 'Some bakers are gamblers', 'Some gamblers are bakers', 'Some bakers are not gamblers', 'Some gamblers are not bakers', 'No bakers are gamblers', 'No gamblers are bakers', 'NVC']","[5.997702851891518, 0.19887336529791355, 4.915099963545799, 1.3786900788545609, 15.815404057502747, 7.9210057854652405, 8.898799866437912, 26.039448380470276, -1]"
2_29,No designers are trainers and Some architects are trainers,"['All designers are architects', 'All architects are designers', 'Some designers are architects', 'Some architects are designers', 'Some designers are not architects', 'Some architects are not designers', 'No designers are architects', 'No architects are designers', 'NVC']","[0.24666120298206806, 0.1000083633698523, 21.02726399898529, 1.814461313188076, 57.24344849586487, 49.266937375068665, 31.143319606781006, 91.95619225502014, -1]"
2_30,Some packers are tutors and Some butchers are not tutors,"['All packers are butchers', 'All butchers are packers', 'Some packers are butchers', 'Some butchers are packers', 'Some packers are not butchers', 'Some butchers are not packers', 'No packers are butchers', 'No butchers are packers', 'NVC']","[0.031978782499209046, 0.055197521578520536, 5.5110204964876175, 17.989784479141235, 7.751999050378799, 96.5369701385498, 0.07843867060728371, 0.1521020312793553, -1]"
2_31,No climbers are doctors and Some doctors are not tellers,"['All climbers are tellers', 'All tellers are climbers', 'Some climbers are tellers', 'Some tellers are climbers', 'Some climbers are not tellers', 'Some tellers are not climbers', 'No climbers are tellers', 'No tellers are climbers', 'NVC']","[0.05632674437947571, 0.0767847232054919, 1.5455887652933598, 7.0055559277534485, 19.267761707305908, 66.33870601654053, 89.46813344955444, 70.26970982551575, -1]"
